LSOA code (2021),LSOA name (2021),Local Authority District code (2024),Local Authority District name (2024),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs),Children and Young People Sub-domain Score,Children and Young People Sub-domain Rank (where 1 is most deprived),Children and Young People Sub-domain Decile (where 1 is most deprived 10% of LSO,Adult Skills Sub-domain Score,Adult Skills Sub-domain Rank (where 1 is most deprived),Adult Skills Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Geographical Barriers Sub-domain Score,Geographical Barriers Sub-domain Rank (where 1 is most deprived),Geographical Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Wider Barriers Sub-domain Score,Wider Barriers Sub-domain Rank (where 1 is most deprived),Wider Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Indoors Sub-domain Score,Indoors Sub-domain Rank (where 1 is most deprived),Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Outdoors Sub-domain Score,Outdoors Sub-domain Rank (where 1 is most deprived),Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Total population: mid 2022,Dependent Children aged 0-15: mid 2022,Older population aged 60 and over: mid 2022,Working age population 18-66 (for use with Employment Deprivation Domain): mid 2022
E01030149,West Suffolk 014F,E07000245,West Suffolk,5.144,30728,10,0.082,28529,9,0.062,27506,9,7.875,24943,8,-0.907,28623,9,-1.428,32449,10,18.436,19215,6,7.923,26083,8,0.134,27963,9,0.046,30695,10,-0.807,27727,9,0.197,20491,7,41.969,9126,3,-1.845,24161,8,-0.228,20594,7,-1.41,33265,10,1447,209,513,807
E01030150,West Suffolk 017C,E07000245,West Suffolk,14.397,19967,6,0.112,24433,8,0.063,27260,9,8.938,23795,8,-1.028,29699,9,-1.102,30570,10,42.014,1597,1,39.998,4935,2,0.182,24380,8,0.093,22956,7,-0.574,24969,8,0.196,20715,7,81.047,500,1,-4.36,31738,10,0.91,2987,1,-0.33,21804,7,2282,333,913,1325
E01030151,West Suffolk 018B,E07000245,West Suffolk,13.04,21406,7,0.127,22600,7,0.065,26742,8,10.622,22106,7,-1.025,29681,9,-0.438,23071,7,37.145,3055,1,27.804,10476,4,0.247,19865,6,0.071,26254,8,-0.244,20101,6,0.186,22163,7,72.348,1435,1,-1.857,24213,8,0.606,6212,2,-0.654,27282,9,2699,504,722,1688
E01032523,West Suffolk 003B,E07000245,West Suffolk,14.754,19597,6,0.115,23994,8,0.056,29066,9,39.181,5705,2,-0.6,25090,8,-1.053,30175,9,35.362,3736,2,15.93,18346,6,0.181,24452,8,0.191,13839,5,1.124,3612,2,0.296,9120,3,67.449,2093,1,-1.091,20874,7,0.162,12668,4,-1.017,31396,10,2258,537,120,1603
E01032524,West Suffolk 003C,E07000245,West Suffolk,21.375,13617,5,0.18,17217,6,0.096,19600,6,28.087,9822,3,0.066,15471,5,0.061,15876,5,37.246,3020,1,29.191,9724,3,0.31,16272,5,0.133,18358,6,0.461,10047,3,0.294,9254,3,70.888,1628,1,-1.284,21718,7,0.671,5452,2,-0.829,29653,9,1232,257,272,788
E01032526,West Suffolk 003D,E07000245,West Suffolk,15.987,18248,6,0.092,27124,9,0.063,27420,9,29.488,9177,3,-0.602,25112,8,-0.696,26511,8,42.707,1437,1,26.073,11493,4,0.139,27627,9,0.102,21715,7,0.836,5970,2,0.251,13601,5,76.076,995,1,-0.773,19416,6,0.578,6535,2,-1.026,31457,10,1883,358,462,1206
E01032612,West Suffolk 015F,E07000245,West Suffolk,14.454,19915,6,0.15,20120,6,0.078,23513,7,23.606,12127,4,-0.159,18774,6,-0.115,18495,6,15.629,23313,7,33.016,7825,3,0.281,17816,6,0.139,17754,6,0.332,11747,4,0.267,11877,4,32.644,17068,6,-0.192,16718,5,0.584,6468,2,0.241,11486,4,2049,279,338,1530
E01033043,West Suffolk 011D,E07000245,West Suffolk,15.92,18325,6,0.181,17118,6,0.115,15985,5,25.297,11209,4,-0.176,19016,6,0.461,10092,3,6.558,32711,10,12.825,21023,7,0.238,20471,7,0.199,13342,4,0.639,7979,3,0.239,14951,5,24.708,24966,8,-2.19,25583,8,-0.423,24735,8,0.309,10451,4,1200,202,336,765
E01033044,West Suffolk 012D,E07000245,West Suffolk,9.913,25074,8,0.168,18255,6,0.074,24565,8,10.365,22340,7,-0.294,20734,7,-0.525,24265,8,21.478,15079,5,1.322,33215,10,0.246,19944,6,0.17,15212,5,-0.298,20928,7,0.189,21779,7,48.893,5836,2,-2.955,28340,9,-1.484,33637,10,-0.704,28026,9,1442,350,149,964
E01033045,West Suffolk 012E,E07000245,West Suffolk,5.19,30687,10,0.111,24603,8,0.043,31804,10,7.113,25813,8,-0.589,24960,8,-0.941,29174,9,18.614,18948,6,0.563,33628,10,0.145,27192,9,0.134,18258,6,-0.632,25710,8,0.176,23651,8,44.28,7774,3,-2.778,27769,9,-1.391,33543,10,-1.037,31538,10,1274,295,190,813
E01033046,West Suffolk 011E,E07000245,West Suffolk,36.783,5530,2,0.343,7484,3,0.21,6022,2,30.137,8886,3,1.307,2575,1,1.305,2065,1,11.737,28317,9,33.181,7731,3,0.521,7243,3,0.344,6453,2,0.603,8376,3,0.295,9209,3,22.936,26457,8,0.135,15227,5,0.347,9724,3,0.866,4289,2,1095,104,249,835
E01033047,West Suffolk 011F,E07000245,West Suffolk,12.889,21557,7,0.128,22417,7,0.102,18266,6,9.985,22705,7,-0.152,18667,6,0.268,12782,4,9.498,30597,10,27.64,10572,4,0.158,26215,8,0.077,25335,8,-0.157,18790,6,0.167,25080,8,26.509,23326,7,-1.145,21102,7,0.454,8187,3,0.029,15038,5,1083,148,325,685
E01033048,West Suffolk 013E,E07000245,West Suffolk,20.073,14653,5,0.227,13743,5,0.158,10466,4,21.914,13098,4,0.51,9547,3,-0.47,23503,7,9.592,30514,10,22.705,13417,4,0.343,14584,5,0.17,15191,5,0.493,9652,3,0.224,16792,5,31.095,18665,6,-2.335,26139,8,-0.076,17333,6,0.737,5421,2,1398,220,419,828
E01033049,West Suffolk 013F,E07000245,West Suffolk,15.224,19071,6,0.136,21652,7,0.107,17484,6,8.496,24257,8,0.19,13682,5,0.188,13982,5,5.349,33189,10,40.166,4874,2,0.178,24640,8,0.136,18070,6,-0.91,28728,9,0.21,18710,6,23.318,26137,8,-2.617,27194,9,0.692,5199,2,0.641,6353,2,1127,101,471,646
E01033050,West Suffolk 012F,E07000245,West Suffolk,4.866,31047,10,0.1,26076,8,0.062,27520,9,7.305,25576,8,-0.613,25254,8,-1.149,30891,10,13.157,26562,8,2.165,32513,10,0.19,23786,8,0.078,25060,8,-0.792,27567,9,0.19,21681,7,38.462,11621,4,-3.7,30439,10,-1.333,33457,10,-0.512,25064,8,1206,239,284,755
E01033452,West Suffolk 007C,E07000245,West Suffolk,15.569,18700,6,0.113,24239,8,0.064,27083,9,34.38,7282,3,-0.67,25978,8,-0.341,21672,7,34.598,4069,2,24.223,12545,4,0.199,23102,7,0.06,28221,9,0.965,4828,2,0.278,10724,4,64.397,2560,1,-0.64,18793,6,0.523,7236,3,-1.295,32917,10,1743,361,311,1162
E01033454,West Suffolk 007D,E07000245,West Suffolk,11.558,23091,7,0.123,23052,7,0.054,29589,9,19.567,14668,5,-0.368,21845,7,-0.496,23863,8,31.601,5643,2,9.108,24750,8,0.218,21792,7,0.1,21949,7,0.146,14333,5,0.247,13998,5,62.729,2811,1,-1.473,22593,7,-0.332,22804,7,-0.344,22044,7,1774,415,190,1220
E01034561,West Suffolk 001C,E07000245,West Suffolk,19.708,14939,5,0.143,20853,7,0.073,24798,8,31.957,8164,3,-0.283,20608,7,-1.243,31511,10,42.704,1439,1,36.986,6081,2,0.272,18347,6,0.169,15303,5,0.257,12740,4,0.35,5069,2,67.809,2055,1,1.188,10987,4,0.876,3287,1,-0.694,27861,9,1620,201,366,1138
E01034562,West Suffolk 001D,E07000245,West Suffolk,13.832,20600,7,0.002,33755,10,0.002,33755,10,35.752,6800,3,-2.32,33661,10,-2.876,33751,10,46.069,802,1,22.53,13537,5,0.003,33755,10,0.091,23113,7,0.567,8768,3,0.348,5229,2,73.886,1253,1,0.876,12125,4,0.466,7998,3,-2.093,33747,10,2754,924,15,1800
E01034563,West Suffolk 001E,E07000245,West Suffolk,14.235,20148,6,0.049,32199,10,0.021,33603,10,29.658,9097,3,-0.706,26444,8,-1.87,33466,10,50.155,288,1,12.995,20879,7,0.088,31154,10,0.174,14961,5,0.278,12431,4,0.329,6450,2,73.141,1344,1,2.134,7918,3,0.043,14871,5,-1.52,33468,10,1270,362,36,857
E01034564,West Suffolk 003E,E07000245,West Suffolk,16.484,17735,6,0.065,30601,10,0.051,30340,9,31.923,8182,3,-0.349,21567,7,-0.442,23114,7,38.411,2615,1,39.056,5267,2,0.061,32505,10,0.103,21661,7,0.786,6421,2,0.284,10174,4,65.883,2318,1,0.277,14576,5,0.846,3580,2,-0.083,17134,6,1263,346,216,768
E01034565,West Suffolk 003F,E07000245,West Suffolk,23.405,12184,4,0.207,15150,5,0.146,11835,4,38.086,6021,2,-0.265,20309,7,-0.083,18015,6,33.144,4754,2,23.013,13213,4,0.268,18546,6,0.187,14069,5,0.985,4667,2,0.31,7903,3,63.694,2669,1,-1.035,20620,7,0.435,8416,3,-0.705,28033,9,1434,330,320,867
E01034566,West Suffolk 007E,E07000245,West Suffolk,13.33,21102,7,0.152,19942,6,0.062,27624,9,26.384,10646,4,-0.589,24964,8,-0.031,17234,6,32.011,5392,2,0.825,33516,10,0.218,21796,7,0.186,14166,5,0.673,7594,3,0.245,14234,5,61.024,3048,1,-0.957,20277,7,-1.271,33347,10,-0.942,30764,10,2000,585,97,1332
E01034567,West Suffolk 007F,E07000245,West Suffolk,17.623,16714,5,0.21,14962,5,0.092,20382,7,27.59,10079,3,-0.489,23575,7,0.396,10961,4,32.041,5367,2,1.198,33295,10,0.298,16892,6,0.156,16255,5,0.946,4986,2,0.207,19123,6,63.428,2716,1,-1.429,22395,7,-1.333,33455,10,-0.77,28904,9,1197,366,23,795
E01034568,West Suffolk 008E,E07000245,West Suffolk,13.198,21236,7,0.114,24154,8,0.057,28771,9,16.693,16758,5,-0.407,22458,7,0.63,7864,3,19.47,17755,6,32.045,8286,3,0.196,23289,7,0.138,17880,6,-0.094,17844,6,0.243,14537,5,35.436,14294,5,0.374,14159,5,0.513,7365,3,0.349,9886,3,1275,152,399,814
E01034569,West Suffolk 008F,E07000245,West Suffolk,33.709,6671,2,0.446,3867,2,0.233,4602,2,27.357,10189,4,0.891,5547,2,0.563,8723,3,18.16,19636,6,2.328,32361,10,0.515,7491,3,0.495,2582,1,0.164,14052,5,0.321,7035,3,31.713,18014,6,0.742,12622,4,-0.972,32140,10,-0.626,26883,8,1231,257,224,811
E01034572,West Suffolk 016C,E07000245,West Suffolk,8.171,27252,9,0.08,28755,9,0.075,24318,8,17.107,16446,5,-0.884,28370,9,-1.037,30046,9,23.556,12525,4,8.949,24929,8,0.171,25214,8,0.061,28034,9,0.263,12674,4,0.203,19703,6,52.917,4668,2,-3.194,29074,9,-0.301,22170,7,-0.456,24104,8,1606,197,721,820
E01034573,West Suffolk 016D,E07000245,West Suffolk,17.981,16370,5,0.303,9367,3,0.122,14987,5,25.297,11211,4,-0.581,24854,8,0.112,15133,5,19.348,17932,6,2.63,32069,10,0.536,6742,2,0.12,19677,6,1.003,4512,2,0.163,25726,8,46.987,6548,2,-3.805,30667,10,-0.921,31768,10,-0.595,26422,8,2020,462,334,1275
E01034574,West Suffolk 018C,E07000245,West Suffolk,16.511,17722,6,0.055,31678,10,0.032,33119,10,19.783,14530,5,-0.894,28476,9,-0.271,20700,7,49.591,347,1,39.677,5052,2,0.222,21470,7,0.079,24985,8,-0.144,18600,6,0.28,10553,4,81.127,492,1,-0.105,16353,5,0.94,2744,1,-0.65,27226,9,2075,154,370,1655
E01034575,West Suffolk 018D,E07000245,West Suffolk,17.727,16622,5,0.101,25892,8,0.074,24508,8,13.227,19656,6,-0.337,21389,7,-0.22,19980,6,47.652,578,1,33.382,7654,3,0.162,25843,8,0.075,25736,8,0.018,16193,5,0.189,21815,7,79.039,678,1,-0.06,16134,5,0.735,4747,2,-0.321,21628,7,1109,155,483,578
